idiom_token,label,num_of_examples,total,idiomaticity_ratio,degree_of_idiomaticity,ccnews_rarity,morphology_type
IDsourgrapesID,literal,0,34,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDspinayarnID,idiom,10,12,0.8333333333333334,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDspinayarnID,literal,2,12,0.16666666666666666,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtakelibertiesID,idiom,44,45,0.9777777777777777,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtakelibertiesID,literal,1,45,0.022222222222222223,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmarktimeID,idiom,9,9,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDmarktimeID,literal,0,9,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDhitthesackID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhitthesackID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDleadsomeoneupthegardenpathID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDleadsomeoneupthegardenpathID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDletsbehavingyouID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDletsbehavingyouID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfindyourfeetID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfindyourfeetID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoffthetopofyourheadID,idiom,6,6,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDoffthetopofyourheadID,literal,0,6,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDstaythedistanceID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDstaythedistanceID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDliveandlearnID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDliveandlearnID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDslipofthetongueID,idiom,22,22,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDslipofthetongueID,literal,0,22,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpaintthetownredID,idiom,8,8,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpaintthetownredID,literal,0,8,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhaveaballID,idiom,14,50,0.28,ambiguous,ccnews_moderately_rare,high_morphology
IDhaveaballID,literal,36,50,0.72,ambiguous,ccnews_moderately_rare,high_morphology
IDfullofbeansID,idiom,15,16,0.9375,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfullofbeansID,literal,1,16,0.0625,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwhistleinthedarkID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDwhistleinthedarkID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDonthebuttonID,idiom,9,82,0.10975609756097561,highly_literal,ccnews_frequent,high_morphology
IDonthebuttonID,literal,73,82,0.8902439024390244,highly_literal,ccnews_frequent,high_morphology
IDdoginthemangerID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdoginthemangerID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDstrikeitrichID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDstrikeitrichID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcomeoutinthewashID,idiom,5,5,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcomeoutinthewashID,literal,0,5,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbornandbredID,idiom,61,61,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDbornandbredID,literal,0,61,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDcrashandburnID,idiom,3,3,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDcrashandburnID,literal,0,3,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgivesomeoneabloodynoseID,idiom,5,6,0.8333333333333334,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgivesomeoneabloodynoseID,literal,1,6,0.16666666666666666,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcopapleaID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcopapleaID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDunderthesunID,idiom,62,119,0.5210084033613446,ambiguous,ccnews_frequent,high_morphology
IDunderthesunID,literal,57,119,0.4789915966386555,ambiguous,ccnews_frequent,high_morphology
IDoverthemoonID,idiom,67,68,0.9852941176470589,highly_idiomatic,ccnews_frequent,no_morphology
IDoverthemoonID,literal,1,68,0.014705882352941176,highly_idiomatic,ccnews_frequent,no_morphology
IDjumpthroughhoopsID,idiom,8,10,0.8,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDjumpthroughhoopsID,literal,2,10,0.2,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkickagainstthepricksID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkickagainstthepricksID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgoodriddanceID,idiom,27,27,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgoodriddanceID,literal,0,27,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDplainjaneID,idiom,4,4,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDplainjaneID,literal,0,4,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDplayitcoolID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDplayitcoolID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDthrowyourweightaroundID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDthrowyourweightaroundID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDoneofthosedaysID,idiom,21,28,0.75,ambiguous,ccnews_moderately_rare,moderate_morphology
IDoneofthosedaysID,literal,7,28,0.25,ambiguous,ccnews_moderately_rare,moderate_morphology
IDcoldcomfortID,idiom,24,24,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcoldcomfortID,literal,0,24,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdeafasapostID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdeafasapostID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDstopatnothingID,idiom,13,13,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDstopatnothingID,literal,0,13,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDbarkupthewrongtreeID,idiom,15,15,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbarkupthewrongtreeID,literal,0,15,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfollowsuitID,idiom,158,159,0.9937106918238994,highly_idiomatic,ccnews_frequent,moderate_morphology
IDfollowsuitID,literal,1,159,0.006289308176100629,highly_idiomatic,ccnews_frequent,moderate_morphology
IDtoughasoldbootsID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtoughasoldbootsID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbiteyourlipID,idiom,0,1,0.0,highly_literal,ccnews_very_rare,no_morphology
IDbiteyourlipID,literal,1,1,1.0,highly_literal,ccnews_very_rare,no_morphology
IDatacanterID,idiom,5,7,0.7142857142857143,ambiguous,ccnews_moderately_rare,moderate_morphology
IDatacanterID,literal,2,7,0.2857142857142857,ambiguous,ccnews_moderately_rare,moderate_morphology
IDfishintroubledwatersID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfishintroubledwatersID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlargerthanlifeID,idiom,84,84,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDlargerthanlifeID,literal,0,84,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDindiansummerID,idiom,24,24,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDindiansummerID,literal,0,24,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDpulltheplugID,idiom,50,61,0.819672131147541,highly_idiomatic,ccnews_frequent,high_morphology
IDpulltheplugID,literal,11,61,0.18032786885245902,highly_idiomatic,ccnews_frequent,high_morphology
IDgothewholehogID,idiom,23,23,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgothewholehogID,literal,0,23,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDturnoveranewleafID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDturnoveranewleafID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDunderfireID,idiom,135,138,0.9782608695652174,highly_idiomatic,ccnews_frequent,moderate_morphology
IDunderfireID,literal,3,138,0.021739130434782608,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgettothebottomofID,idiom,63,69,0.9130434782608695,highly_idiomatic,ccnews_frequent,high_morphology
IDgettothebottomofID,literal,6,69,0.08695652173913043,highly_idiomatic,ccnews_frequent,high_morphology
IDinthefamilywayID,idiom,14,14,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDinthefamilywayID,literal,0,14,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfordonkeysyearsID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfordonkeysyearsID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtrueblueID,idiom,22,22,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDtrueblueID,literal,0,22,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDkeepthewolffromthedoorID,idiom,13,13,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepthewolffromthedoorID,literal,0,13,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhavenotruckwithID,idiom,13,13,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhavenotruckwithID,literal,0,13,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlikefatherlikesonID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlikefatherlikesonID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgristtothemillID,idiom,25,25,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgristtothemillID,literal,0,25,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmybadID,idiom,0,9,0.0,highly_literal,ccnews_moderately_rare,no_morphology
IDmybadID,literal,9,9,1.0,highly_literal,ccnews_moderately_rare,no_morphology
IDgotheextramileID,idiom,4,4,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgotheextramileID,literal,0,4,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDontheshelfID,idiom,4,134,0.029850746268656716,highly_literal,ccnews_frequent,high_morphology
IDontheshelfID,literal,130,134,0.9701492537313433,highly_literal,ccnews_frequent,high_morphology
IDhavesomeonesnumberID,idiom,1,32,0.03125,highly_literal,ccnews_very_rare,moderate_morphology
IDhavesomeonesnumberID,literal,31,32,0.96875,highly_literal,ccnews_very_rare,moderate_morphology
IDtakethefloorID,idiom,15,25,0.6,ambiguous,ccnews_moderately_rare,moderate_morphology
IDtakethefloorID,literal,10,25,0.4,ambiguous,ccnews_moderately_rare,moderate_morphology
IDjamtomorrowID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDjamtomorrowID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbrassmonkeyID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbrassmonkeyID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDholdyourhorsesID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDholdyourhorsesID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDtoughtittyID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtoughtittyID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgodownthepanID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgodownthepanID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbeentheredonethatID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbeentheredonethatID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdrivesomeoneupthewallID,idiom,12,12,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdrivesomeoneupthewallID,literal,0,12,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcleanasawhistleID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcleanasawhistleID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbarnoneID,idiom,11,12,0.9166666666666666,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbarnoneID,literal,1,12,0.08333333333333333,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDstubbornasamuleID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDstubbornasamuleID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfromscratchID,idiom,164,165,0.9939393939393939,highly_idiomatic,ccnews_frequent,moderate_morphology
IDfromscratchID,literal,1,165,0.006060606060606061,highly_idiomatic,ccnews_frequent,moderate_morphology
IDoldasthehillsID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDoldasthehillsID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcutadashID,idiom,13,13,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcutadashID,literal,0,13,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtakethebullbythehornsID,idiom,22,22,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtakethebullbythehornsID,literal,0,22,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDslowbutsureID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDslowbutsureID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtakeitonthechinID,idiom,6,6,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtakeitonthechinID,literal,0,6,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDstillwatersrundeepID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDstillwatersrundeepID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDshortandsweetID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDshortandsweetID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDuptheriverID,idiom,1,56,0.017857142857142856,highly_literal,ccnews_moderately_rare,high_morphology
IDuptheriverID,literal,55,56,0.9821428571428571,highly_literal,ccnews_moderately_rare,high_morphology
IDhaveotherfishtofryID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhaveotherfishtofryID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDnotimelikethepresentID,idiom,12,12,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDnotimelikethepresentID,literal,0,12,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDallovertheshopID,idiom,9,9,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDallovertheshopID,literal,0,9,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmakeendsmeetID,idiom,84,84,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDmakeendsmeetID,literal,0,84,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDburnthemidnightoilID,idiom,9,9,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDburnthemidnightoilID,literal,0,9,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmakeyourbloodboilID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDmakeyourbloodboilID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrattlesomeonescageID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrattlesomeonescageID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbelowthebeltID,idiom,14,16,0.875,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbelowthebeltID,literal,2,16,0.125,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtouchanerveID,idiom,16,16,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtouchanerveID,literal,0,16,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoffthehookID,idiom,126,136,0.9264705882352942,highly_idiomatic,ccnews_frequent,high_morphology
IDoffthehookID,literal,10,136,0.07352941176470588,highly_idiomatic,ccnews_frequent,high_morphology
IDfriendsinhighplacesID,idiom,16,16,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfriendsinhighplacesID,literal,0,16,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgowestID,idiom,2,23,0.08695652173913043,highly_literal,ccnews_moderately_rare,moderate_morphology
IDgowestID,literal,21,23,0.9130434782608695,highly_literal,ccnews_moderately_rare,moderate_morphology
IDrunbeforeyoucanwalkID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDrunbeforeyoucanwalkID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDplayforkeepsID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplayforkeepsID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfollowyournoseID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfollowyournoseID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtothetuneofID,idiom,102,113,0.9026548672566371,highly_idiomatic,ccnews_frequent,moderate_morphology
IDtothetuneofID,literal,11,113,0.09734513274336283,highly_idiomatic,ccnews_frequent,moderate_morphology
IDneartheknuckleID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDneartheknuckleID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgreasesomeonespalmID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgreasesomeonespalmID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgrindtoahaltID,idiom,77,78,0.9871794871794872,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgrindtoahaltID,literal,1,78,0.01282051282051282,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsicktodeathID,idiom,20,20,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDsicktodeathID,literal,0,20,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDcometogriefID,idiom,50,50,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcometogriefID,literal,0,50,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDthrowcautiontothewindID,idiom,13,13,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDthrowcautiontothewindID,literal,0,13,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDonthebounceID,idiom,3,3,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDonthebounceID,literal,0,3,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDtosaytheleastID,idiom,160,160,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDtosaytheleastID,literal,0,160,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDandallthatjazzID,idiom,3,3,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDandallthatjazzID,literal,0,3,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDflythecoopID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDflythecoopID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgospareID,idiom,12,13,0.9230769230769231,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgospareID,literal,1,13,0.07692307692307693,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDunderthemicroscopeID,idiom,23,91,0.25274725274725274,ambiguous,ccnews_frequent,high_morphology
IDunderthemicroscopeID,literal,68,91,0.7472527472527473,ambiguous,ccnews_frequent,high_morphology
IDwatchthisspaceID,idiom,50,50,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDwatchthisspaceID,literal,0,50,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
